32,44739,1849.765416246014,14,KjGdeSqBIdiTAwkjqDfgrIEjoBHOgPXjYmJhGWsuGtOIewSyhS
33,42489,1015.2206069444825,7,WIAsdrpZBVMIXwITrLshgdwwjkDrx
34,25942,1883.6427066389158,5,oLAtkWCEmntMfUNRLERebPYZtqWAKXgMQIdBTbBd
35,24098,1119.2021296503162,11,GdsxsAlSSnoLLZYbtTDJUyqKEx
36,18321,607.3949217429904,15,eKgIbFRSlCAhNljgrNcRhSuoE
37,41870,88.94534731741192,1,zwPeaSnJqFmGKfLtPGunYWEObNjvcWR
38,43796,353.5731835517309,5,CEAUvdAHmPwgYpSisAymCItepvRWTjKJqijrYh
39,24307,495.2941086458436,14,EqeizeLCuipEVjvlYgvRdsxFmaQFhIsSEVhbouEfFQslc
40,39583,1136.6621161100634,6,nIzAJvehhSfvefYYlDxDUAaTzvSeEgGNSsZdrbDZ
41,48980,1629.9293493827468,4,qLYyJYnYcRvCfhWYUTPLsuYIrUsspZXcSWkF
42,7511,1067.490360554965,13,WVwjOHJBjEdEpOBWJsPovFyRsyQqob
43,28366,137.4505280517654,12,nWnkuqaMBMsGKsGpiDcRoAlnMleDpkGgy
44,27857,46.98172941012825,12,erxdOferjWSXZkIrpPeveNJrQsosIrARGQWldIvHB
45,19671,1204.9379477025805,4,eShRlEKTUZHtWjDzRjxaTuRHlezsWocxpKKQcIMxes
46,48069,166.81240444491328,6,AqFWUUvzSbRPGdZQHZuXo
47,31203,1472.6993608075504,6,osazycUICRZGpjUalfcK
48,19932,913.5124233806451,10,kdFfPLOCLlyvxQNrBBKyIFpOZwTFmbXJojqSNkciAnWOPqb
49,46825,784.4163414428714,5,lygVIEFrmoLPTlxxTstMKni
50,21428,1177.9714882660592,9,uYOioRwyvDZCqSYnNJWzVleWfuRvrhPskUPrksTquX
51,41692,1431.7765134773376,8,qDWxaxrOkKrsbnwyuKHzbFP
52,38419,1951.0244816591262,1,HHiMGcATemZupKjAWLBVFHDyuSUmTaDNeIDFSZKfDIslfiALY
53,6102,967.3743450366699,12,ruHyrpUdKVxeZruicSxZdLfwTqAcQRXEe
54,16606,1072.9673079081513,13,MxJbUQPwfZSksoqJplOWdTMLVMpVSMmnwegtgcPXnmBBGzQir
55,39510,1195.0936289412052,12,giePyliHNxVjkQSMEDZBnmlDsizMttJkeVPZWCJEPGVuX
56,21915,569.7497724652524,9,MWBKJedtfXcmrUGLcRzYGEOubldHfuY
57,49630,1602.8848122202423,7,FOHHaNUKQGOqqZdjNXdfrSDYOmdddk
58,38253,716.3547347190433,12,ILdyMuUYZYNzPuDKikKwmdgiJMgKsxREKq
59,37854,1374.9947967690105,7,UvFTFDgbqvrgSjGXljOEuyyfctEfCYTWkH
60,40139,973.9736301712011,12,pVZQcUPKHSoyZrGNuMbVZbBSkQAeeGxvUM
61,4441,349.1351604461238,9,GfIAVSDwBhmhHAFMYJSWh
62,506,1008.6602112277413,3,vzePrcFdNzuPGixNrMKiCqDvnOermrOu
63,22708,1936.7300001921828,13,YPljAjWTIoppYKTmMcjyjktAxzDwYcvlksuVeiysoqrFaGRBw
64,42703,541.4074860772276,7,DASQDtLNXIaiGMwPwTFPVqQoQn
65,9764,774.4288006055248,8,cJSUWNYJpiQaITTAnPRnWB
66,26608,220.89536294061386,15,sseKwxTXFBvpCsvpuSVXwDPQzZcZXPmR
67,41840,273.3171165539298,3,ziJOZkJqATTTUHoOZjeLuE
68,42826,457.7983307868926,11,DGgyFJLZaDEbUhbjdEDgj
69,49128,1087.1092735886627,10,xOUKKubBybjEYKyzedPFxeQuCMLTweNH
70,34099,249.4986424797966,12,TYQmJORxPJWxMDNmRgfDQkWKxEiP
71,43900,231.77497072335822,7,SPAouZBnyIhsFIphqEVFjWgtyEDUTRlCqPDSrZqYDe
72,20478,1550.607417969709,11,aJKLpzRLjetZpzEaauZGROBCYfDbKXFjRKZpUoX
73,10128,1821.1122477435772,1,SFUXsHFAzetWYDPoZBANBaXyoKpFODCoUZryWHUlFDjYqE
74,9820,1557.0221815869365,8,ibxulJhPhfPKLsjkqCbeMbFKtUWedMDuQXlSXCZiMcVg
75,11945,1009.8920926245836,15,jOzbdDCnULheOfEYZnPbfewMsUenZEtCjR
76,9187,1525.8030745667486,10,XxLlDoULPntoSSUcALhRrtFmVwIdHzfgkA
77,14362,480.7998276842165,10,wmeePGcDsgbUGDyfUktmPpUbSDLWPwN
78,46745,1101.2728517059486,6,tmrKfANJktXtqZjOePsEaBzwUMpgTQWRdBRxeTym
79,35074,1863.2998840944304,15,ITDHsePjStNZoXwWoKmydTGeJMyz
80,23124,1159.3778339585576,13,oPBWBKLGEuEJbapJCPQOzigYqc
81,42973,1630.9117594870202,4,nVfQcmMpiQAGOujfqFXALsdRopoRjFaqT
82,42340,70.81065570140152,3,kmRJNsxqIwcmuLUbDdvrMt
83,29176,1938.72919578333,14,gWwowHvTYkAFZRyhyeZntfkMP
84,2993,22.58420164382415,8,PrmSHcytESKHjKgJUoihmAh
85,30269,667.7194893108813,8,uxQKUlsPfiSqwMyYdPcJLgVpyFBhaOmvmrunr
86,38109,144.022376257241,14,wPUOCEVUZNfLRPWelPwNeDxjBWmVKfSLxRL
87,11609,1000.7446376742544,14,qNHQRURFxTGdWRgnCDkXzpuKPS
88,16085,462.2494219896856,2,teqVUsruUhnkMeBAXMpjanCZnkGpRBbsDTWotsP
89,44294,1684.0746751636316,14,MbFCQcaVBKyYDkqbOtpcbKhbfLF
90,38213,434.34897467357575,15,TVnhroBdnzJBZORYXBrTOHeHHHpThwzwgNLRPgWSnWWRI
91,30341,683.3426033498893,4,HcVoZWXigEMwkozDLvADLGupON
92,156,1014.9836874079839,13,QKfCYQcZdhIBagZWsUOiwIfMyeDiGfCxEqTNj
93,23263,876.5258812968607,3,fDWdhyaRRNxGMsPNoqUBejDZXbB
94,28286,1425.4901463508666,11,TFGrXthCOcgsmNDVffQMKxfWWnnYd
95,22289,42.558604705126314,9,faeiwSANmvGcSYlvcUZpwPlxFUDtyfjU
96,49063,273.354136944451,10,CoOFDLVGujGzQorjZTkECuwhnhSsFpIOKzefLZSEKBtHK
97,17198,379.0287225962889,6,LeHuJlCZhIsIUdsJjDcPXQZCDLK
98,43633,976.5669718192078,15,qqsXfgHhArrKzqxOPQGBmwVJGioqWi
99,39088,1698.0112763047384,6,sNPecLLnvtGvcsfqOqxtywBQ
100,17441,307.2836021444155,12,gNptLoKHQwiaSRETPYDmTaEuhStgkOqk
101,43148,1839.5098097001267,10,HSTkPXbvSadTYaFhbaKviHMrH
102,30422,1800.0778989929427,10,EMRqphUDVkNHVhUWMTceRViXzfAPlKGgaJ
103,19947,61.38783928922972,13,sgbSfXCrLZhjlRzuyrCaOuEBWKMFrRElOeAdnlWHZrVzZ
104,16195,314.23496424145395,13,pKGCQAaxqnxyYNgVlfFMBnVSN
105,1554,1628.2639717172415,9,ipnShBKDUeNagrdENfibRhHbDeNQzwtHQKBsXT
106,28098,1654.6342467486004,5,zMopdByRkNgxAbfnozAURDXdbxXnBAPUIFLWCRrRZlBXQy
107,12733,1484.5785273154181,12,oQbhcanCksHKvzzkhqNNLeqBtUHkXMblsRi
108,4093,609.0425194173522,12,KZwlhxTSpRNwdxNnFUsMSsItOuADMHsoinKB
109,1783,569.3714669288933,13,eNWtdYwCYixgBgnlltsPKJM
110,48270,119.74732273554129,9,jUPxwKmslIMuRBvNUCfEQkmmYuqDADfSsKRumd
111,3259,1837.8139368549162,4,HVaVWGfjLWqIRJCdLQfJMgpDxDFWpwQMszVSuf
112,49842,1247.4207428443485,5,wqUBAEIiPQadsNbrNjJRxDDKSDQYXHYdz
113,9279,1037.3085384909705,6,ZSSTLgIyqTdyQjVwNmapuvaoBqrhRF
114,48167,187.73699770911705,11,CfxgnmijDpgYArvwGleEfnXEfpxdgdmhyiQWXGOg
115,32653,1122.4782681780098,14,MClVLTcfRaVnrLzELhBYvJORIDvfhhQQUxkUUakXYv
116,13780,768.0809043526791,15,PKNWkhWzigqOUyStuAFUncYAsIxLEfFQbDzNQkNDkslHd
117,40464,1262.2683325475432,7,qepUWxXxaanuERfDqGtYjUIzBKdjLEvAVnfdiUFwkc
118,43218,1099.7320919100025,5,uxlvaCnhobpYQcouoaEFXuwUjCGJsbeWdcOLGRYgIoK
119,34856,1675.123581845569,7,qmsTwLthcZQlLyrSqCEnxWGNQX
120,12659,107.36087517869268,3,lcVaomvqVsVaxtAklGCRTX
121,11056,1233.5952715801357,2,IZUNcEUxuZsxPSvrMtDKsmPctlzvOvxNrTnomESerzkcMlj
122,10541,532.9245067445739,7,FUGegnMtaTGBtptSrszVSZxTYHsdxvyJzDu
123,25546,1030.2971719467346,9,kvCEFyCugXcwhTxOKseNX
124,18074,840.1354782350016,15,qhzfOfhHTygVmolxefTi
125,43036,995.6256723702963,13,CdQLJwEOPKZvLTtDUBbXCHEGmuHoAwfZhKuUTkgctuHBGYp
126,40345,1793.9386528293703,4,NwzoQraBDmnjdrywhBAWXSetOCpFQUeWOdkUKmwwqjbWS
127,16374,1246.8057862791125,4,rjSNMpmGsPXBSxsjBhUJWWrlucRApVyZqWYBLsk
128,34992,1003.9739322440983,1,dowjSgqYtLksJCLQUZagjXdZqySecMsmTEgXGUezx
129,33928,817.8677087427002,10,TvbASfHSLuMFCQBzfAKnzCceHhuzuoiEDhhcxvAJ
130,11268,661.9607110741371,5,JYJPvhAWSmwCUgsOPZMQxcY
131,17130,959.0752071077137,15,prACoYNmBaGbvMBleDArTkGWKKzBzsCHDyGHwSBQUg
132,7263,1335.9947424630875,13,ypDyTnuZqYtFvZVGMqUb
133,40580,1884.2246208213658,11,EBpRzhmIewErKywAqIvSRKm
134,38154,1168.384916168813,14,ufWudYDysyniIhdWzdaDiKEyPVDnMRAgTgY
135,47407,808.0182235366094,6,NqRDhvuddhFHTsuBuMSKZMcAMzRPTP
136,48794,1578.3327245487649,11,ELGrFPFUsLfighvfjJLyYdVX
137,18373,320.4617737242767,3,lNXznFZWGuttxbAMZCqGPpXiUlRhVRXpefxT
138,4353,423.7870908285771,4,zMpuPHfHCPRIDIPavyEwdPTLVFUAu
139,40103,1238.8873688994074,9,LfKTWTaoidrCDModhvNGsupuQwtJiTRLfdCOPJTsh
140,24035,1878.8786715433341,10,gEAMhykGrhsYsNkgGEFgOnSxstrtKywMyR
141,1843,731.5478205194233,8,hbyPPlohVIGRBbximdISuC
142,18683,971.4735071855497,10,mWxftyKpUwRRwRhOCVwKpWoArgOYDjCGurwKGWiduge
143,19053,679.2294593091815,1,cEvWSqEJKjHQzBumMvodek
144,6454,271.7793275540303,6,sAwDGmAABFnCUlpjGfXTdLlc
145,28370,1763.4790402636086,10,uwafDZZCnuaDTYLjukqTHKjPwgC
146,30176,540.7070789320393,12,uHALZmzptBjGDLqEssrsVrbpP
147,21766,1900.468616540894,10,KGNwnsBSFDRjdovmiBzoulkMMvQdGIWjgwBfTSvnLpZDhK
148,44798,673.5336315910449,8,oFiWhDDiigVANnXFkAUPROonbBnTILPGyRoPQmHobFL
149,49263,204.72422657871024,3,ZtKuKKqyqqcIpqjRsaIsdPKQAySPiYlJbtpMeFkxfboCPCkXWv
150,47826,297.2841037874294,11,ZIogbtzltTAYMTbiZXLOvooorb
151,24205,1649.0237074799463,1,hViXjhbXhvcrcBIlNzoidkQtbBOxoAGZioHhs
152,37015,1343.787486268737,14,VamazoYQbTTHTNjjzEhWMeJBAiBPHESqZDinMnpjpgitRcSYXn
153,21411,299.6671496554729,10,gqekfLUyDxrJvBOFABxxiIiU
154,42165,1832.2547281644495,7,uLPbEFHQGlqWOwNyWRxABRHUXUVmTxgQZDpIcvseZgs
155,20325,1046.1947660378742,2,QWPIkANltWYrVOzIBQuuUSFxegqUXzWXZUOnPJN
156,11369,212.92812616110928,15,IalZlBDDVcDpGScfiykmGOrrbovaXkUIcSfVxAzorPpZuKkVM
157,41191,1049.081639957256,9,eZSWRCmdqLTZLZqfMlZdKXAr
158,37429,1263.597457043189,4,XxIdBwsmaKODtcKMVTBqNXEESjceKEhPaKsZKQFLVWvb
159,46562,670.4238832597113,11,CXVDJQhJEptmoQgnJbbWTjSJXH
160,28177,62.75627476327633,13,LYIPweTfVvCQtqBWIcrGwVYzgyMDcVvLgGOZChETywBvVQjQKc
161,30833,600.7819408001574,4,qVWAnhpPzCZwGmSNgLxaJucwIlIAOZhza
162,2617,583.513960365578,2,zuWMwFdyDeeyWOewmiiLuJehhsBs
163,36869,941.0141387999618,15,uTAlxbqHKZUxlnETuveII
164,11006,676.3219448042545,15,MQXYDNyQSThUeiwvVcFguMkExqfAWItQKEpllPxzc
165,39090,1023.1258770249175,12,SOTawXqBlGPGgQSaCWZbBLytWbWzbnfEOLbW
166,43362,294.0276205786764,8,lGBEfcDWCjAPhejoYLDsIFvtejWRckTVYyDYByKWniXk
167,27609,1952.0066604935255,14,ILwHOTKzTSdNJIUkbWwYOT
168,47218,1631.740902203984,6,aFCfPRHttVGtbcCPoREqiOgyuPVvkhy
169,47064,929.9081038611216,8,OtnkHfhwSheYCIfhMttSdbNDCjAQBUIKdpHrb
170,26903,1274.3898998100776,15,yHFqjHSPpywRIrWHEpqEQgRQIYxs
171,30455,1423.2803124737882,14,iImmUmCUKwaokKYNaqkrEbtjicVKtCeyfJkiZQKCbCE
172,15471,1803.055426439431,14,XsHVnoLqAeHmuvzUEypzzgllLfWYFZckOepKdrlqXXJupk
173,49581,1479.4748512803592,3,TWkLORPKmWCEdQomXCHKsagaWBIIMuEaNxCpvoNAGtfNQnUrb
174,19117,51.87251405915162,3,sXUWRMuXvYOUdeYsbIfQnQYdCuVGcVwkFwohLgFOHBNIwe
175,16183,1924.4333541471285,5,rGEJTEJOENSgDBLnXtnNdEJQ
176,15509,1685.063874478838,8,ZqareYkAaEjdCxkmGvMRgqrjPtRnvZCcQyaJvdHW
177,26367,1767.937984630883,12,cZRODkgRtcarUgEfdUAyofVhemTWtrjeHlqx
178,22498,1041.3951835715106,14,RObAsvPnyiUxCZmKHxUfugtkiQDrCZOfKfKnLfDS
179,11168,1727.9185687447773,12,xMbqOVpBkIlicvlWqBUUFFpgbfiOpHGMEoLxcJ
180,31051,417.5564278476289,4,ozkDinubNVujIrXMszNdTENkinQwCIgNzTzII
181,49383,1976.089801096906,2,iHbeQUSEUVEkyjYjNJRdgHVrczRVR
182,13065,1239.5289221691812,1,KdVyUSzEKSiteykHGwTAoXsuINVQEmRX
183,23644,1844.370831044139,6,kpftABPMVFpsLxKryXcrbdnmKs
184,10753,1229.5912870798106,4,QipXloJcqRwwBmoDTFzOSVwppWkUnMpqnx
185,49704,83.55740217916794,8,oSNXnQKZptpwtdUDNuFMGt
186,20441,806.9543242261504,3,UWWaaklOFgpvSjBpTDakyUl
187,1875,1865.626842158116,6,aJGbTfOotshkCiRRJNpyhdNXJNkhAyALsnEMV
188,27910,1567.0208305057238,4,IssFQNjPumltVgTsYzzrakyjbZGryN
189,34843,57.32450046650544,11,JpfMXFUIRSiSaZVXyqKZYm
190,27858,359.32007374797956,14,kYwzvNZIlYntfuNzlYnmM
191,28107,1236.8880679050953,14,vRoCAGLwRzsRPPpEAopPaPChlMrFiDEuQWYqUidbGFmgtruLN
192,13399,1913.114393439333,5,xrmCHyjMNIQHhlepYVOANDzXJvT
193,2918,1879.9534079608497,15,wWoKCgEAkHwkfwQIxelXfZkTFnIFsfLBnhbcPfAWZGXsynTUr
194,44687,1841.8422512892405,3,ayOVoqfikoSutBVWPblzattcN
195,9644,1538.2441514124473,13,IqttgBWLHIoSlzEeZNCPcicflfDyjwoWpDPIIIKVRnt
196,19087,341.903262140668,11,YQjeEVzeKsVpMdyYmylMitBUYvBLeTkzDQeIxKKJLQAzJ
197,45862,234.35347364057748,14,KTibaPFaLCrKMNByNKAAqn
198,45714,1106.946325590595,5,lUbgQkThxQOEYlmCIBZq
199,35499,441.9205849269723,12,LyLWjDVObyWLgLEiePMD
200,31161,948.2043293698788,4,GjvMQGcQivcveQUkHEGuLTkqZETlDcOQEOipExHDvB
201,12955,63.67440739960109,15,IDIvPNpyMUxwcqEFwfPX
202,47906,391.9989123921242,5,UcLlNISPFMjvwnfdABIgi
203,36117,1612.2968517236727,11,qWexqLHHThKQrQLgMxBYughNvhBCwssoJmneEFLCZhV
204,15964,156.07055275617418,9,FFLCNlJsDRbQNpnEDVdiBcaZRrhoqehJZXtRDgyZP
205,46230,1403.038687648458,4,NkTrUGUnZzkLpwzJZmhyiOXPYXic
206,24268,153.390167510091,5,BkpVBLUMFWsNWojZOeAlCeDFmwBEMMphblOibqdxZYBqfAoIL
207,48932,28.80701606148675,5,lCjyPurDIKadHaTOYkbJC
208,42528,1952.3974310386584,15,WqqOwqiPVAYoMwpwRPhyPYcfljwxELJbYryKup
209,20027,765.9318209365825,12,PiRmCoZyVjBFqxKiuWBJHZrgSsuFYJvbqMLmAYB
210,31665,1562.915730344822,1,VsgGguopYQugAZGFxzOxHZuPZchbRRsYuKtfTNLEeKuCQ
211,41108,788.9130804474129,1,cKEoJVaRgWZrdrhWlCOKkunpXa
212,43981,1592.8861809538355,9,MGkbUujAxZEGbUpkilno
213,44440,813.3344236678101,6,PBncbVRHubovPODyxJaJXPEkVzRszEhXpqhjoFK
214,34167,924.8977185566146,2,kAlrUOtPTjIkvhGLsGqmriHiCYLNkqzXmBaCxIJUSZBZmzNk
215,36299,1110.0902950434445,9,AApLMLhoJCpONvDGvxpe
216,4087,1909.0835205198775,1,mWbawUsaekAZIRpDaCJzLVBuEvzCs
217,25785,46.58470356085173,12,FkRJxDgkGrFBYqrKguKnbpXPDZ
218,14713,162.97448121568226,11,XrkqxUqpvJwCQskcJawIFEMamgshllDVTQtGfixoALUtYpdlKC
219,27484,702.3741857639908,9,ljwqUMCkKuCCtxvkHashzYCIcOCavLVvVi
220,27334,1941.0830712183529,5,pweNyDvaIoDzcDiSQlgMvytYzEhfGar
221,43172,773.2597735776808,14,oRIRnFJjGPRNwETnmeONIYwBb
222,12811,698.9676413012652,13,TFmyjcmukqyzyhMNglZvdDJbsWfu
223,49096,579.4295465029787,15,cTLiwQDhoTsYKqseNWLGwqpvKaGgsmsyFnPsFTzzi
224,18012,1940.424179736029,9,GLPYKmqvlPOVKjMpUBhetXViIXoBNmZp
225,36664,1747.225312726239,5,ljjYFjbPFEvMeIEFXoXRTyVIgH
226,35218,1749.885032015884,8,SnbxXdOGGZtaWCuHzTePYXUHcXWOcyPioZZ
227,20843,1233.9068735331332,1,nMmtXAXaoCurabCVhPxUAAMRpXrMX
228,48630,586.5077897392767,3,aeHIFNIxkzKGNPsSJIYgLvhZqkhavtinWlOIlBokJmNaqsWVJ
229,30444,1546.4372172791905,12,YwnduYCEmDObMwbmzcNnYbHyZD
230,19265,916.2931915399441,8,ysbVeKHovoMCYURQbkBaQxjnYsSJcbtWjinRUpOOKKZIIyAvR
231,46761,1570.8335993064468,11,NAtFZKbZqQQsPNGfVvQRtMDXmJNrJc
232,4100,1184.654174803424,1,FuLxukuhwmIWwKEDGSJqMrxeBzdCflaUFkWuRu
233,430,648.4501597901209,4,DNGkuTjaQDGBWLUVLrisjkXGSVxrUwjSGYwN
234,5751,1918.5668993001766,3,FKEGhAOynjLnhhgQPYDLonTZr
235,47162,905.9965158055106,8,tvXXJHQTUxAVjYtqDYNhOImNSxxSJYAp
236,26827,888.5007891441513,13,FRMOezRWRGZRyQYeMGQSpHQTKAXBjfvH
237,42596,1580.5321234284072,3,xjsByPlEwzvZROSfMrznLllzIzuMbvJYt
238,2192,1129.298806110446,9,RstPzyMiVluVuGhfjJqiHNsyxHjvdT
239,39349,522.3012356325955,1,VwvuLmsqKcVXrNdROiPsiMvjpcdjrlTqfYaMLpdZ
240,8613,1387.7850302320471,9,NLcBDRJgumrBBOmraDzQRaKch
241,28787,1287.745095871299,12,CgcDdMTAfiWhpFBjvDcmjrqxHBFfl
242,2064,1971.9915850677742,1,AnBmQGKONqYkwanAvHMnRlqqSiQWqtjkyBPFWCJfP
243,16985,118.5786713629233,4,nVQOMvHUEfRpGFRwqvvjmphtIpZeWKhZe
244,26925,1795.1127980145343,2,PVIakgPFLiRYGUbEOEMnZt
245,36552,885.5996942689181,11,QiqaRXFdopDYbQzkCTFmWjwRQypXGPKPEqKPpSyZielXo
246,27750,1080.8335496235122,7,ZxvVIujsazAiqMOECczOKXIyJycWndGypaqNlgf
247,21748,768.2290230365488,9,VUqizIbeVChkBAYQGQpeAGLsmwMUAuPQTGJsXhGRJLdLzODazu
248,28394,1703.9880139964641,15,yzAJHfBdvCxfFKfPnXkIYgJSDmaWSXJpXvJYnTWxQtHMOO
249,35481,1881.604477894335,7,ABtwwwWBurArJZFsNWyIfucqOLu
250,17504,1708.5086485375718,6,EWHeTGbZCZIPCGhuZIzEhpaicQtUEECkRZzjojagxKevjyxJuq
251,14393,814.5172332748349,2,fQAhKefeGiuxdNNpohgqibHiylpKsdgh
252,18953,1779.6547429024713,6,pUbbHhChtSKDFPQpxSsvassedSBf
253,4389,628.0006615411935,13,iVUvbbsWuXOJhTwiihLbclUUJiHUEOBGpkLCpbCPiPzqcvcwE
254,46712,722.1430312620605,15,dIqEiWvzmRQIckcrzzDHRRdqLGprwC
255,23935,736.2944109711582,2,QkRAZYTmTekrSKbrCRqsAkatSoTzVsXLWazELAOEc
256,32942,445.77884024064537,13,hUHCGOpXgpZzahTShwlDZoSUzAWjbKbYQuIVSDJvE
257,5973,1201.1089986644154,15,HPoLACbBqoIdLBlQcoZZszCYATmYoYXsLwDHKYEBw
258,35289,460.4267345333739,10,AWPGwmarLTmXWhaMiorezlFp
259,20974,1938.7945259204078,11,YVXnOlwhXeOnSSpYJsUDKFZwxJFCxLKLEDRowvJbFmxP
260,13908,11.047220117889973,15,lnsWNNYqmrLEjJARcKyIT
261,15785,487.0728432996081,9,duFGrOrmabNDfgCkvWSnIeJZhAFooEYxcpiVfmVwSHovUF
262,28919,1157.7431387308861,5,UGLphZFJOiwTMQEPzLejpoKHK
263,33006,1700.2615835451618,7,BoobtjQRRLOPsWnWhOTTafHlkBYgxDIzNPyLgnjwGfra
264,30425,67.10568532421316,2,BYdiFhNIyrmABwEApURxBNgIqLz
265,21285,1432.5942238878474,1,VPZvTJSSVcFvybQMMiiocyrMeJuD
266,24924,1791.0094111978158,9,FhVdTgyaPGZxQGtChrzRUFOoAWDYbrnYoWBOyBmrqgTM
267,23751,144.6516895978101,10,ePuZETKEbbOtLyqDdZUxEgrJdKdtiJjzZu
268,30579,1767.6510813089,3,OCpUuYjGLakWoTMXVUMdxeqYuQNdsYHAToire
269,48746,1009.8806087051142,4,kyjTrzUsAyuejXsOFUKqPBs
270,28521,1683.352509222127,9,MkrxtlXJnPQYDHejmEQqutTBGUknF
271,17889,1951.679756473746,15,VVBVpQjaUcoqSXynVPvunElEPmNB
272,44311,899.6217299985123,7,opLNiVinhaQmkHoWgZQGzjvebzYnWDozDQRtaXNXpuRIlIk
273,8528,1462.0276032240802,1,uoGXEaVJQzQXzudOBZqsbcebHoW
274,44992,1095.7638664439805,14,DvMlpWTpyLxJkgHVnvKvv
275,4862,1370.5350266230835,13,FWfGVFClimwmimUcdkCuuseOK
276,30258,1796.031454494012,5,JpJAyWZMQsuIskslKefkCbgTqkKfEUwH
277,31864,656.5293443052926,3,hMcWfgEBKwkGqGOoKkFjvcghK
278,35406,1778.6993052379164,4,jiqsATQPwtfEjPVoBRIYoVbDRUjZfnSnGgAeimLY
279,33615,811.872813694123,10,bkXEJjVkunSFVrXVBhURgdXgKmSfRoPg
280,44166,1683.9218466451232,14,bNSyGnEIEAVYximAFjTkIDseYElKiMR
281,39952,1549.4233998263974,3,VdJvAisvVDHuOoUWAjAorirhqBdk
282,11469,1551.7506121248612,14,ENskIdTLEVzUzJZUTFumZevoojvtmlm
283,33058,1381.4478769287625,1,XBCrpsatjnGFRPXDdoMK
284,29387,1437.8435749620771,1,rlOIUBgfJYVNxAAHjsAEXepUd
285,35013,1640.3560302825338,2,AJiLVOYWVSeZLbpqFmIniUGbmoFTLfTrh
286,30711,1627.2060936688167,10,pXPEnyMeAvyXHZMsePRJIfKlGRlHgzaaziDJYejIDyr
287,5313,1881.8023931043626,12,VDhlGVxuNZkKHuLlCCQXqzFKlIFHFrvhmYwYAcpmkomG
288,44117,1636.658978976339,8,RWosZhAamABoeUvuXZaFVgGGHwRYALXupHnZGSuqijYxYak
289,40829,1711.0193550408105,9,SQPLfBVmgsizAdffDbkZfgjAfN
